vid	yid	start	end	raw-text	tokenized-text	gloss	split
HBpGS56KwGk-00:02:00.700-00:02:17.533	HBpGS56KwGk	00:02:00.700	00:02:17.533	The CDC has guidance on voting in-person that includes where to vote. It's important to bring your own black ink pens or touch-screen pens to use on the voting machine.	the cdc has guidance on voting in person that includes where to vote it 's important to bring your own black ink pens or touch screen pens to use on the voting machine	CDC_fs have guide+line relate with that and different access match for vote place, important you bring pen or_fs cl:stick black pen_fs or_fs cl:dot+ tip_fs cl:round-tip cl:prod-with-pen touch+ cl:prod-with-pen when IX cl:prod-with-pen vote cl:prod-with-pen.	test
JKivR1oXxZU-00:00:27.300-00:00:33.500	JKivR1oXxZU	00:00:27.300	00:00:33.500	www.nad.org/seniors.	www.nad.org/seniors	www.nad.org/seniors_fs	test
UxlnxGyS3lc-00:04:22.300-00:04:32.633	UxlnxGyS3lc	00:04:22.300	00:04:32.633	Likewise, to ensure accessibility is provided throughout, they can use support services through appropriate technology such as video conferencing platforms.	likewise to ensure accessibility is provided throughout they can use support services through appropriate technology such as video conferencing platforms	Proportion-to VP-call grab-advantage VP-call with who? provide support service mean school work-out  connect++ provide make+sure provide technology work-out accessibility perfect, continue still-same.	test
1jOUjpZ8ZzA-00:05:24.200-00:05:29.600	1jOUjpZ8ZzA	00:05:24.200	00:05:29.600	Our preferences would be to use American Sign Language as it is our primary language.	our preferences would be to use american sign language as it is our primary language	Our preference ASL why? two-of-us sign that language primary language.	test
6SPn9TENOdM-00:02:27.633-00:02:29.366	6SPn9TENOdM	00:02:27.633	00:02:29.366	I will take over this place.	i will take over this place	IX place I take-over.	test
DCy7yjXqaAM-00:00:36.633-00:00:40.066	DCy7yjXqaAM	00:00:36.633	00:00:40.066	The first had surgery on the neck.	the first had surgery on the neck	cl:1-of-3 first IX+itself have surgery on neck.	test
DCy7yjXqaAM-00:01:25.500-00:01:27.633	DCy7yjXqaAM	00:01:25.500	00:01:27.633	The interpreter was prefered but not provided.	the interpreter was prefered but not provided	Prefer interpreter what won't provide.	test
UfLdljKWr2k-00:00:10.200-00:00:11.466	UfLdljKWr2k	00:00:10.200	00:00:11.466	Howdy!	howdy	Howdy_fs	test
c2JEjHSoKT0-00:01:31.433-00:01:34.333	c2JEjHSoKT0	00:01:31.433	00:01:34.333	When you go, you may need accessibility accommodations.	when you go you may need accessibility accommodations	(2h)Go need accomodation accessibility hmmm.	test
osHy2dzQmgE-00:00:19.133-00:00:20.233	osHy2dzQmgE	00:00:19.133	00:00:20.233	The equipment must be paid for.	the equipment must be paid for	Equipment cl:5-list pay.	test
osHy2dzQmgE-00:04:36.500-00:04:45.200	osHy2dzQmgE	00:04:36.500	00:04:45.200	Before the meeting, you should share with your captioner what topics will be discussed, so the captioner will be better prepared for your meeting. 	before the meeting you should share with your captioner what topics will be discussed so the captioner will be better prepared for your meeting	Again, same before first time VP-call, you discuss with captioner IX interact topic look-like cl:5-list+IX++ they vision. Time VP smooth.	test
osHy2dzQmgE-00:07:04.500-00:07:12.733	osHy2dzQmgE	00:07:04.500	00:07:12.733	Online trainings or workshops may not be ideal due to struggles that participants experience. 	online trainings or workshops may not be ideal due to struggles that participants experience	That square-sign IX talk meeting interact training workshop cl:5-list talk cl:IX-zoom-participants if_fs cl:IX-zoom-participants struggle not progress work-out not hmm. 	test
TPGwtrWWZic-00:01:17.033-00:01:26.133	TPGwtrWWZic	00:01:17.033	00:01:26.133	I rotated through several jobs, first with the Smithsonian National Postal Museum for about a year until they ran out of grant money and I was let go.	i rotated through several jobs first with the smithsonian national postal museum for about a year until they ran out of grant money and i was let go	I lack cl:hop-around different jobs I work Smithsonian_fs National PO_fs museum for one year laid-off grant_fs money run-out. 	test
_fWpJJekhww-00:00:30.433-00:00:33.133	_fWpJJekhww	00:00:30.433	00:00:33.133	They are responsible for providing interpreters.	they are responsible for providing interpreters	(alt)Place-in interpreters  IX responsible IX.	test
S3X9V-9Gy4k-00:00:46.333-00:00:51.333	S3X9V-9Gy4k	00:00:46.333	00:00:51.333	They are planning their next big march on March 8, 2018.	they are planning their next big march on march 8, 2018	IX Plan they host parade next March_fs 8th 2018. 	test
U0-4g5iIyqQ-00:00:05.233-00:00:07.433	U0-4g5iIyqQ	00:00:05.233	00:00:07.433	Hello Everyone!	hello everyone	(alt)Hello everyone {wave}!	test
b7_yaar8zMc-00:00:17.400-00:00:20.066	b7_yaar8zMc	00:00:17.400	00:00:20.066	I’m coordinating all the details for the Gala.	i ’m coordinating all the details for the gala	Me work-out+ for this gala_fs. 	test
ao84QAxcU70-00:00:21.466-00:00:24.533	ao84QAxcU70	00:00:21.466	00:00:24.533	Also, the combo is much cheaper than before.	also the combo is much cheaper than before	And cl:2-of-2 combo_fs much cheaper than before.	test
tAB9G6QcXDU-00:00:30.766-00:00:38.200	tAB9G6QcXDU	00:00:30.766	00:00:38.200	It is very important that it is clean, professional, well organized, and clear.	it is very important that it is clean professional well organized and clear	Is important that clean professional good organized clear.	test
tAB9G6QcXDU-00:01:03.333-00:01:06.166	tAB9G6QcXDU	00:01:03.333	00:01:06.166	Prior to professional type of work. 	prior to professional type of work	Prior to real professional type of_fs work.	test
fNT8a6e1gx8-00:03:52.066-00:03:52.500	fNT8a6e1gx8	00:03:52.066	00:03:52.500	Good!	good	Good	test
fNT8a6e1gx8-00:04:20.100-00:04:21.233	fNT8a6e1gx8	00:04:20.100	00:04:21.233	Hello, what’s your name?	hello what ’s your name	Hello what IX name?	test
fNT8a6e1gx8-00:05:35.300-00:05:37.366	fNT8a6e1gx8	00:05:35.300	00:05:37.366	Learn from your mistakes.	learn from your mistakes	Those make mistake, learn from IX mistake.	test
fNT8a6e1gx8-00:06:22.233-00:06:22.633	fNT8a6e1gx8	00:06:22.233	00:06:22.633	I am going to ask a few questions.	i am going to ask a few questions	I (alt)ask++.	test
fNT8a6e1gx8-00:07:01.066-00:07:02.400	fNT8a6e1gx8	00:07:01.066	00:07:02.400	It's close to my home.	it 's close to my home	And near my home cl:1-near-1.	test
fNT8a6e1gx8-00:07:55.733-00:07:58.500	fNT8a6e1gx8	00:07:55.733	00:07:58.500	If a student is oppressed, what would your advice be? 	if a student is oppressed what would your advice be	What if_fs student oppressed by_fs approach, what your advice do-do?	test
fNT8a6e1gx8-00:08:26.766-00:08:28.166	fNT8a6e1gx8	00:08:26.766	00:08:28.166	Marvin Miller.	marvin miller	Marvin_fs Miller_fs.	test
fNT8a6e1gx8-00:08:54.566-00:08:58.166	fNT8a6e1gx8	00:08:54.566	00:08:58.166	After Deafhood, I realized we all need to unpack.	after deafhood i realized we all need to unpack	After IX Deaf hood_fs none (wave-no) IX 1st time IX, we need analyze-me unpack.	test
XNLX7QTAuP4-00:01:43.466-00:01:45.133	XNLX7QTAuP4	00:01:43.466	00:01:45.133	I'm Melissa.	i 'm melissa	I MD_fs Melissa_fs.	test
XNLX7QTAuP4-00:02:15.633-00:02:19.766	XNLX7QTAuP4	00:02:15.633	00:02:19.766	We had lunch and visited with the students.	we had lunch and visited with the students	Morning-to-noon noon+lunch I gathered eat students socialize.	test
ypsSYB5vDxY-00:00:02.466-00:00:09.166	ypsSYB5vDxY	00:00:02.466	00:00:09.166	I'm Chris Wagner, and this is the first of many vlogs I will do as NAD President.	i 'm chris wagner and this is the first of many vlogs i will do as nad president	I Chris_fs Wagner_fs and this first many vlogs I will do_fs a_fs NAD_fs president. 	test
ypsSYB5vDxY-00:02:26.133-00:02:33.500	ypsSYB5vDxY	00:02:26.133	00:02:33.500	I want to close by sharing with you my conversation with Sheri Farinha.	i want to close by sharing with you my conversation with sheri farinha	I want close by_fs comment share with (2h)out-there  I discuss with Sheri Sheri_fs Farinha_fs	test
KWiU6b05W7Y-00:00:53.500-00:01:04.100	KWiU6b05W7Y	00:00:53.500	00:01:04.100	People older than 20 years old should have an oral cancer exam every three years while those over 40 years old should have an annual exam.	people older than 20 years old should have an oral cancer exam every three years while those over 40 years old should have an annual exam	People over 20-years-old should mouth cancer_fs test screen (alt)look cl:every-3-years. 40-years-old over should annual	test
YcdSExm1cXU-00:00:41.733-00:00:46.300	YcdSExm1cXU	00:00:41.733	00:00:46.300	Nonetheless, since February I have made several appearances and I have done a lot of volunteering.	nonetheless since february i have made several appearances and i have done a lot of volunteering	Since Feb_fs (2h)I different+ appear+ and volunteer a-lot.	test
4xF7mSuRrBw-00:02:12.533-00:02:13.033	4xF7mSuRrBw	00:02:12.533	00:02:13.033	Thank you!	thank you	Thank you!	test
tDmD1ZeYeNQ-00:01:48.566-00:02:02.200	tDmD1ZeYeNQ	00:01:48.566	00:02:02.200	Due to a change of leadership within the FCC, with feedback from many consumers groups like NAD and others, the FCC realized that video clips shared online should be captioned as well.	due to a change of leadership within the fcc with feedback from many consumers groups like nad and others the fcc realized that video clips shared online should be captioned as well	Change different lead in FCC_fs IX finish decide IX deaf community (2h)us NAD_fs another customer group (alt)nudge IX must caption (alt)nudge IX realize yes change their rules now set.	test
TXyNxVRRPt8-00:00:55.233-00:01:01.466	TXyNxVRRPt8	00:00:55.233	00:01:01.466	We met with the people there and did a community forum just like the one we did in South Carolina.	we met with the people there and did a community forum just like the one we did in south carolina	Social then cl:group-to to deaf community forum_fs concern get-feel same, SC_fs same-here.	test
TXyNxVRRPt8-00:01:25.600-00:01:26.266	TXyNxVRRPt8	00:01:25.600	00:01:26.266	Thank you.	thank you	Thank you.	test
TXyNxVRRPt8-00:02:40.700-00:02:45.166	TXyNxVRRPt8	00:02:40.700	00:02:45.166	Most people do not realize that is a NAD program.	most people do not realize that is a nad program	Most people not realize 1+that NAD_fs program.	test
TXyNxVRRPt8-00:02:54.733-00:03:00.766	TXyNxVRRPt8	00:02:54.733	00:03:00.766	We are looking forward to Region III monthly meeting.	we are looking forward to region iii monthly meeting	Now 2-us (2h)look-forward will next [boa-] region 3 meeting month+++.	test
TXyNxVRRPt8-00:03:33.266-00:03:34.266	TXyNxVRRPt8	00:03:33.266	00:03:34.266	Thank you.	thank you	(2h)Thank you.	test
NGry3ZtyTyE-00:01:59.733-00:02:09.133	NGry3ZtyTyE	00:01:59.733	00:02:09.133	Second, suppose you were not satisfied with a response to a question they asked during the interview – go ahead and expand on that response.	second suppose you were not satisfied with a response to a question they asked during the interview go ahead and expand on that response	cl:2-of-2 if during interview question ask struggle later twiddle-think want expand answer grab-advantage.	test
bRdGsTt7J7c-00:00:16.233-00:00:21.600	bRdGsTt7J7c	00:00:16.233	00:00:21.600	I enjoy traveling around other countries and meeting other deaf people; I support CRPD.	i enjoy traveling around other countries and meeting other deaf people i support crpd	I enjoy travel-around other country meet++ deaf I support CRPD_fs.	test
bRdGsTt7J7c-00:00:29.366-00:00:38.200	bRdGsTt7J7c	00:00:29.366	00:00:38.200	I love ASL; I support CRPD.	i love asl i support crpd	I love ASL_fs. I support CRPD_fs.	test
CnT3ke7yiIY-00:01:50.066-00:01:50.500	CnT3ke7yiIY	00:01:50.066	00:01:50.500	Competitor.	competitor	Competitor.	test
CnT3ke7yiIY-00:02:10.133-00:02:16.366	CnT3ke7yiIY	00:02:10.133	00:02:16.366	I hope you feel inspired and convinced to join NAD YAP this summer.	i hope you feel inspired and convinced to join nad yap this summer	I hope IX feel inspired maybe that will convince IX to true-biz sign-up for-for this summer NADYAP_fs. 	test
hvSB-C04cc4-00:03:05.100-00:03:13.533	hvSB-C04cc4	00:03:05.100	00:03:13.533	Then I will copy/paste individual lines from the transcript to the caption creator.	then i will copy paste individual lines from the transcript to the caption creator	Then_fs I use that cl:claw-paper English I (2h)line+ I extract+  copy paste in the caption. 	test
6vmtT8VJus8-00:00:57.400-00:01:01.700	6vmtT8VJus8	00:00:57.400	00:01:01.700	After I graduated, I went to Gallaudet University and double majored in Biology and Chemistry.	after i graduated i went to gallaudet university and double majored in biology and chemistry	Graduate go Gallaudet University double major  biology chemistry. 	test
qrR_VwMIsnU-00:00:23.333-00:00:33.000	qrR_VwMIsnU	00:00:23.333	00:00:33.000	If you are passionate about NAD and have good leadership skills I encourage you to apply for available a position.	if you are passionate about nad and have good leadership skills i encourage you to apply for available a position	If IX passion NAD_fs with good leadership skill encourage please apply for position.	test
8j5uolV235U-00:00:31.033-00:00:45.566	8j5uolV235U	00:00:31.033	00:00:45.566	We were just be told, and are honored, that the WFD Board selected us for the WFD Award.	we were just be told and are honored that the wfd board selected us for the wfd award	IX just_fs inform-me that I 2-us hand-on-heart WFD_fs IX board choose-me 2-us for award WFD_fs award_fs/ 	test
k7kOtz1kPk8-00:01:26.066-00:01:33.766	k7kOtz1kPk8	00:01:26.066	00:01:33.766	Contact us via Facebook, NADYS, or email us at NADYST@nad.org.	contact us via facebook nadys or email us at nadyst@nad.org	IX look where NADYS_fs can find us on FB_fs page and also want email email us NADYST@NAD.org. 	test
KedR6RWF4Dc-00:00:38.166-00:00:44.166	KedR6RWF4Dc	00:00:38.166	00:00:44.166	And Kansas, they are the first state in the region to pass the LEAD-K!	and kansas they are the first state in the region to pass the lead k	And KAN_fs IX regional all-over IX first state_fs pass LEAD-K.	test
wO-FMbD4MW8-00:02:22.000-00:02:29.166	wO-FMbD4MW8	00:02:22.000	00:02:29.166	We need to look with an anti-racism lens to ensure the policies include and are equitable to everyone, especially BIPOC.	we need to look with an anti racism lens to ensure the policies include and are equitable to everyone especially bipoc	Now swap-lens IX antiracism_fs len_fs (2h)look make sure that include (2h)all_fs people especial ly_fs BIPOC_fs. 	test
VvpFqAynbOc-00:01:04.200-00:01:06.066	VvpFqAynbOc	00:01:04.200	00:01:06.066	As soon as they get in, it’s go time.	as soon as they get in it ’s go time	Look-at get-in busy (alt)go+	test
Nw07MwFkT2k-00:01:18.666-00:01:24.700	Nw07MwFkT2k	00:01:18.666	00:01:24.700	Nevertheless, they need a place to go to in order to receive support from the Community just like bees.	nevertheless they need a place to go to in order to receive support from the community just like bees	Not have but need (2h)a_fs place to go to get support to community that think proportionate-to with bees_fs.	test
sITlRZ-tnqw-00:00:34.233-00:00:39.300	sITlRZ-tnqw	00:00:34.233	00:00:39.300	We are closer because of YAP.	we are closer because of yap	Closer, closer, how YAP_fs (2h)hand-out.	test
Nmmi7qu_a2A-00:00:56.166-00:01:05.266	Nmmi7qu_a2A	00:00:56.166	00:01:05.266	Hearing interpreters who have full access to English only use ASL up to a certain level.	hearing interpreters who have full access to english only use asl up to a certain level	Hey hearing interpreter IX full English have cl:pendulum-swing ASL_fs have full ASL_fs spectrum have? no.	test
Nmmi7qu_a2A-00:03:47.233-00:03:55.666	Nmmi7qu_a2A	00:03:47.233	00:03:55.666	I’ve taken different workshops, including medical, legal, and DeafBlind training.	i ’ve taken different workshops including medical legal and deafblind training	In-the-past I finish (alt)take++ different++ workshop+, different medical workshop, law workshop, deafblind workshop, I different. (alt)accept+.	test
1woNMYcqmd4-00:00:35.666-00:00:47.366	1woNMYcqmd4	00:00:35.666	00:00:47.366	The white supremacists were sharing messages full of hate, oppression, racism, bigotry, elitism, and violence.	the white supremacists were sharing messages full of hate oppression racism bigotry elitism and violence	Why area white supic_fs their comment full of_fs hate, oppress, racism_fs, bigotry_fs (2h)look-down mean.	test
6ozfmRow9e0-00:00:04.300-00:00:09.133	6ozfmRow9e0	00:00:04.300	00:00:09.133	The ADA requires that relay calls are treated the same as voice calls.	the ada requires that relay calls are treated the same as voice calls	ADA_fs require VRS_fs call hearing call must equal.	test
FrxDzpLQj0M-00:00:07.100-00:00:08.233	FrxDzpLQj0M	00:00:07.100	00:00:08.233	It's coming!	it 's coming	Near, yes.	test
sFSKINpFQKU-00:00:21.066-00:00:33.666	sFSKINpFQKU	00:00:21.066	00:00:33.666	NAD is pleased to announce that the 2012 College Bowl competition will expand to include any new colleges and universities with deaf participants.	nad is pleased to announce that the 2012 college bowl competition will expand to include any new colleges and universities with deaf participants	NAD_fs excited announce that 2012 conference IX will have expand any college, university that have deaf group can participate college bowl_fs.	test
sFSKINpFQKU-00:02:02.366-00:02:05.500	sFSKINpFQKU	00:02:02.366	00:02:05.500	Each college/university is eligible to send one team.	each college university is eligible to send one team	Each college university permit only 1 team.	test
sFSKINpFQKU-00:02:34.766-00:02:37.400	sFSKINpFQKU	00:02:34.766	00:02:37.400	For further information, please contact the NAD.	for further information please contact the nad	For more information, contact NAD_fs.	test
2O6QUmPT0gM-00:01:15.200-00:01:31.600	2O6QUmPT0gM	00:01:15.200	00:01:31.600	The U.S. Congress intended to make telephone communication services accessible to our community, using the very best technologies available.	the u.s. congress intended to make telephone communication services accessible to our community using the very best technologies available	US_fs Congress they intended make telephone communication service available access to our community how? IX use our best technology capability progress.	test
2O6QUmPT0gM-00:03:11.066-00:03:39.066	2O6QUmPT0gM	00:03:11.066	00:03:39.066	The deaf and hard of hearing community continues to struggle to achieve this goal because our equipment is often stuck at one location or the connection is not strong enough to carry our call.	the deaf and hard of hearing community continues to struggle to achieve this goal because our equipment is often stuck at one location or the connection is not strong enough to carry our call	Telephone IX deaf we hard of hearing community still struggle on achieve that  goal specific because our equipment often set on computer webcam_fs or_fs TV_fs cl:TV or_fs that IX connection connection_fs+IX not strong enough to transmit or_fs to signal strong to videophone our phone.	test
QY0paRttZZ0-00:00:30.100-00:00:33.533	QY0paRttZZ0	00:00:30.100	00:00:33.533	She made the first American flag.	she made the first american flag	Itself woman first US_fs flag sew.	test
fZ3tPElWpmQ-00:00:08.166-00:00:08.766	fZ3tPElWpmQ	00:00:08.166	00:00:08.766	YES!	yes	(2h)Yes_fs!	test
WkXR6ZnWnoU-00:00:05.166-00:00:12.666	WkXR6ZnWnoU	00:00:05.166	00:00:12.666	It's important for deaf youth and others to meet deaf people who work in various careers, and remember 'if a deaf person can, I can!'	it 's important for deaf youth and others to meet deaf people who work in various careers and remember if a deaf person can i can	Important what youth and other people see IX they work field++ wow deaf can I can (2h)same.	test
ICBGc3FXFyQ-00:06:31.066-00:06:41.266	ICBGc3FXFyQ	00:06:31.066	00:06:41.266	The video provided political, legal, and funding strategies to protect schools for the deaf and keep them open.	the video provided political legal and funding strategies to protect schools for the deaf and keep them open	I send video_fs figure explain what strategy good politic law finance to figure push make sure deaf school keep protect. 	test
ICBGc3FXFyQ-00:09:10.333-00:09:21.733	ICBGc3FXFyQ	00:09:10.333	00:09:21.733	We cannot do it by ourselves.	we can not do it by ourselves	Can continue do-action alone NAD_fs can't must (2h)IX-all community deaf community hard-of-hearing community come-together who support ASL_fs come-together work partner.	test
cCa-TMqxTOg-00:00:17.566-00:00:23.300	cCa-TMqxTOg	00:00:17.566	00:00:23.300	Reach out to them on FaceTime or write them a letter to keep them busy.	reach out to them on facetime or write them a letter to keep them busy	You go-ahead contact FT_fs, write letter to them keep them busy go-ahead do that.	test
O2uBRm6D_KI-00:02:39.700-00:02:46.366	O2uBRm6D_KI	00:02:39.700	00:02:46.366	The Board is taking this into serious consideration. We are looking into other interpreting issues as well.	the board is taking this into serious consideration we are looking into other interpreting issues as well	Hey I they board real take serious consider. Also approach different issue interpreter since.	test
lNt7xIP1mc4-00:00:14.066-00:00:22.566	lNt7xIP1mc4	00:00:14.066	00:00:22.566	Where else will the Deaf be able to access news and information in ASL?	where else will the deaf be able to access news and information in asl	Where deaf its access NEWS_fs information in ASL_fs sign where?	test
8y3qgSwNDEg-00:00:57.633-00:01:01.366	8y3qgSwNDEg	00:00:57.633	00:01:01.366	Eventually, they reached out to NAD.	eventually they reached out to nad	IX oh-I-see do-do IX contact-me NAD_fs.	test
07BevXg9ISg-00:01:50.666-00:01:51.633	07BevXg9ISg	00:01:50.666	00:01:51.633	See you there!	see you there	See IX there.	test
vCGQ34CO5bs-00:04:17.466-00:04:21.233	vCGQ34CO5bs	00:04:17.466	00:04:21.233	We are thrilled to inspire young children.	we are thrilled to inspire young children	We thrilled to inspire young children. 	test
aCBtEC6ckWU-00:00:03.433-00:00:05.233	aCBtEC6ckWU	00:00:03.433	00:00:05.233	#GivingTuesday! 	givingtuesday	#Giving Tuesday!	test
aCBtEC6ckWU-00:00:37.500-00:00:40.266	aCBtEC6ckWU	00:00:37.500	00:00:40.266	Jr. NAD and Youth Ambassador Program.	jr. nad and youth ambassador program	JR_fs NAD_fs next-over YAP_fs.	test
hOj4HdPqnaI-00:00:14.400-00:00:18.066	hOj4HdPqnaI	00:00:14.400	00:00:18.066	To access information, it requires communication.	to access information it requires communication	Without communication IX need information how? through communication.	test
s94iueF9e0w-00:01:47.700-00:01:48.666	s94iueF9e0w	00:01:47.700	00:01:48.666	And third ...	and third ...	cl:3-of-3 third.	test
tDEWkD8lxlo-00:03:00.300-00:03:01.566	tDEWkD8lxlo	00:03:00.300	00:03:01.566	We are not done yet.	we are not done yet	We finish no.	test
rK2cB6Trk68-00:00:13.466-00:00:18.166	rK2cB6Trk68	00:00:13.466	00:00:18.166	I don't know how to use Excel or manage email, it was tough.	i do n't know how to use excel or manage email it was tough	I don't know how do_fs excel_fs I don't know how operate email_fs I ugh. 	test
rK2cB6Trk68-00:00:21.000-00:00:26.266	rK2cB6Trk68	00:00:21.000	00:00:26.266	Eventually, I started working there and I’m really grateful for that experience and that opportunity.	eventually i started working there and i ’m really grateful for that experience and that opportunity	That work I hmm go-ahead start working specific and really grateful for that experience also opportunity.	test
nsjNUhF_s94-00:00:14.166-00:00:20.200	nsjNUhF_s94	00:00:14.166	00:00:20.200	Alzheimer’s disease is the sixth leading cause of death in the America.	alzheimer ’s disease is the sixth leading cause of death in the america	Az_fs disease s_fs the_fs six th_fs leading cause of_fs death in America.	test
r2AKKaGvFi8-00:00:19.700-00:00:27.400	r2AKKaGvFi8	00:00:19.700	00:00:27.400	I met many deaf people who wouldn’t help me because I was a European immigrant.	i met many deaf people who would n’t help me because i was a european immigrant	Some deaf European push-aside I feel I not know I learn deaf IX European pat-shoulder leave+me alone.	test
cQ8Dl52X1u0-00:03:52.733-00:04:04.033	cQ8Dl52X1u0	00:03:52.733	00:04:04.033	I was lucky enough to have a foundation on employment law and was already a good communicator with good people skills.	i was lucky enough to have a foundation on employment law and was already a good communicator with good people skills	I lucky finish have foundation general policy understand labor law_fs to understand people interact communication good communication skill and good people skill.	test
4yQ5fvm_5IU-00:00:06.166-00:00:06.600	4yQ5fvm_5IU	00:00:06.166	00:00:06.600	Hello!	hello	(2h)hi.	test
5O0H-uqiBVA-00:00:32.100-00:00:37.066	5O0H-uqiBVA	00:00:32.100	00:00:37.066	While you work for a month, you will be experiencing major personal growth alongside them.	while you work for a month you will be experiencing major personal growth alongside them	Come work one-month IX offer also yourself grown hands-out grow.	test
6nijXFM2g0k-00:01:12.466-00:01:18.300	6nijXFM2g0k	00:01:12.466	00:01:18.300	If there is a video that you know is not captioned, you can reach out to DCMP to request captioning for the video.	if there is a video that you know is not captioned you can reach out to dcmp to request captioning for the video	IX video vlog none caption can contact DCMP_fs nudge I need caption add video.	test
H4pXPWVvfZ0-00:00:31.700-00:00:34.766	H4pXPWVvfZ0	00:00:31.700	00:00:34.766	We made some changes to the rounds.	we made some changes to the rounds	cl:5-list rounds_fs that cl:5-list no IX some change.	test
mgEXz0K9O6U-00:00:19.333-00:00:31.100	mgEXz0K9O6U	00:00:19.333	00:00:31.100	We were able to get together and discuss the top five priorities which are: Preservation and Advocacy for Relay Services, Memory, Education, FEMA and Youth.	we were able to get together and discuss the top five priorities which are preservation and advocacy for relay services memory education fema and youth	Me do-do group-together discuss top 5 high-priority cl:1-of-5 Precious and Advocacy for Relay Service, cl:2-of-2 memorize, cl:3-of-3 education, cl:4-of-4 FEMA_fs, cl:1-of-5 youth cl:5-list 5.	test
GfWZfUxFmhE-00:01:49.566-00:01:58.266	GfWZfUxFmhE	00:01:49.566	00:01:58.266	Each board member has been attending various conferences and events in our community, throughout the month, at all levels: local, state, or national.	each board member has been attending various conferences and events in our community throughout the month at all levels local state or national	Also busy month for NAD_fs board we attend+ different community, local, state, national.	test
N29DdjIj5rw-00:00:11.400-00:00:19.200	N29DdjIj5rw	00:00:11.400	00:00:19.200	It keeps things fresh for me, I mean -- I get bored easily, that’s why I love conference planning because of the many things that come up.	it keeps things fresh for me i mean -- i get bored easily that ’s why i love conference planning because of the many things that come up	Keep everything fresh_fs alive, I kind-of get bored easy so_fs that why I love conference plan because something different++.	test
t9lQq2SL7bo-00:00:13.533-00:00:14.466	t9lQq2SL7bo	00:00:13.533	00:00:14.466	Hello.	hello	Hello.	test
t9lQq2SL7bo-00:01:05.133-00:01:11.166	t9lQq2SL7bo	00:01:05.133	00:01:11.166	Deaf children cannot watch streamed content with their hearing family.	deaf children can not watch streamed content with their hearing family	Children Deaf parent want get stream IX children not involve in family (2h)4-watch stuck.  	test
yG_ZGSd4bVg-00:00:33.200-00:00:42.600	yG_ZGSd4bVg	00:00:33.200	00:00:42.600	At eleven years old, it was informed that there was a deaf school in Hartford.	at eleven years old it was informed that there was a deaf school in hartford	Till itself old year s_fs 11 (2h)inform have school IX in Hartford_fs hmm. 	test
yG_ZGSd4bVg-00:01:22.133-00:01:31.000	yG_ZGSd4bVg	00:01:22.133	00:01:31.000	While they were teaching, along with a few others, founded a newspaper for deaf people.	while they were teaching along with a few others founded a newspaper for deaf people	During IX there teach with few others IX set print+paper open-newspaper deaf all-around read.	test
tKxeCOzn5So-00:00:00.000-00:00:05.200	tKxeCOzn5So	00:00:00.000	00:00:05.200	The information on this page gives you different ideas on how to find a job.	the information on this page gives you different ideas on how to find a job	Information (2h)IX-here page give different (alt)idea how find job. 	test
XQzQ3F81ik8-00:00:47.133-00:00:55.466	XQzQ3F81ik8	00:00:47.133	00:00:55.466	I didn’t have a clear idea on what I wanted to do in the future, I just went along with everyone else in elementary, middle school, high school, and college.	i did n’t have a clear idea on what i wanted to do in the future i just went along with everyone else in elementary middle school high school and college	Un_fs doubt I don't know me will become in future I {shrug} I thought  progress follow into elementary middle school HS_fs college. 	test
XQzQ3F81ik8-00:02:56.100-00:03:02.566	XQzQ3F81ik8	00:02:56.100	00:03:02.566	Sometimes I communicate with my co-workers through an internal chat or e-mail, occasionally using Zoom.	sometimes i communicate with my co workers through an internal chat or e mail occasionally using zoom	Sometimes I interact with co_fs worker interact through inside chat email sometime ugh need videocall zoom_fs.	test
mq2dPNCiRoI-00:01:51.733-00:01:54.433	mq2dPNCiRoI	00:01:51.733	00:01:54.433	I am pushed off to the side, not included in things.	i am pushed off to the side not included in things	IX push-aside++ reject as_fs us.	test
mq2dPNCiRoI-00:01:55.766-00:01:57.166	mq2dPNCiRoI	00:01:55.766	00:01:57.166	It’s just not fair!	it ’s just not fair	Not fair, not fair	test
qOLlQehpQvM-00:04:17.233-00:04:59.633	qOLlQehpQvM	00:04:17.233	00:04:59.633	Inspiring Entertaining Deaf Ecosystem, Friendship, Collaborate, Team, Socialize, Motivation, Learn, Grow, Discover, Unity Jr. NAD That	inspiring entertaining deaf ecosystem friendship collaborate team socialize motivation learn grow discover unity jr. nad that	Inspiring, entertaining, deaf exchange, friend, collaborate, team, social, motivation, learn, grow, discover, put-behind-head, unity JR_fs JR_fs NAD_fs NAD_fs that that   	test
cNn_N22whAU-00:01:06.866-00:01:09.700	cNn_N22whAU	00:01:06.866	00:01:09.700	Go and learn history!	go and learn history	(2h)go enjoy learn history.	test
y0URUVcvrTg-00:01:42.000-00:01:47.733	y0URUVcvrTg	00:01:42.000	00:01:47.733	At that meeting, we’ll be discussing status updates, plans for the months leading up to the Conference!	at that meeting we ’ll be discussing status updates plans for the months leading up to the conference	Get-together meeting discuss more exciting comprehensive and plan for conference and henceforth.	test
y0URUVcvrTg-00:01:58.633-00:02:01.500	y0URUVcvrTg	00:01:58.633	00:02:01.500	There will be more information about the conference!	there will be more information about the conference	IX (2h)watch for more information about conference.	test
Thh18yKaHWc-00:00:43.600-00:00:44.733	Thh18yKaHWc	00:00:43.600	00:00:44.733	Take a look around.	take a look around	Look (2h)IX-around	test
